Time,Moment_AnklePlantarFlexion,Moment_HipAbduction,Moment_HipExternalRotation,Moment_HipFlexion,Moment_KneeFlexion,Force_Ankle_AnteroPosteriorForce,Force_Ankle_AxialMoment,Force_Ankle_MedioLateralForce,Force_Ankle_ProximoDistalForce,Force_Hip_AnteroPosteriorForce,Force_Hip_MediolateralForce,Force_Hip_ProximoDistalForce,Force_Knee_AnteroPosteriorForce,Force_Knee_AxialMoment,Force_Knee_LateralMoment,Force_Knee_MedioLateralForce,Force_Knee_ProximoDistalForce
2.19,22.7160808113267,54.5092878521209,-10.9631392011316,-23.5358567847425,10.724189335947,211.918608852792,-0.114693993043012,23.0398348155615,-1203.43677150635,-2.29563066444721,382.405958968672,2293.60255686907,-116.802915976459,0.218771330316618,-23.1660613054715,5.71099029560314,-1407.68791789802
2.2,23.8266246959772,52.638897394244,-10.809949293736,-22.2602574499389,12.6212648763204,223.481854278149,0.132547401132765,21.0190284919377,-1209.8081737845,-14.0187791851434,361.958891228856,2226.81467220512,-136.634918025357,0.205953446124402,-22.4342775715806,4.21398534188682,-1470.34550722786
2.21,23.2888506755051,51.1280761088549,-10.484988723843,-19.8555153093095,13.1132466087623,233.634627049627,0.411472212554614,10.4227595426309,-1182.61875328776,-28.2530088092471,341.887339637246,2125.06097178319,-139.599133657464,-0.319160009495322,-22.5020549262392,4.64553891661612,-1457.2216613616
2.22,22.0320978937902,49.7765719153752,-10.0949454507196,-16.8486488704197,12.8396588802096,236.350003397561,0.369835241736402,1.71240045446257,-1140.25259963671,-42.3187722898372,321.600417243719,2005.25238556802,-131.772706475026,-1.05048669715996,-23.0865663719762,6.05689333297709,-1400.28866989778
2.23,21.4597397517403,48.5252036880379,-9.93744098330117,-14.4220352126418,13.0329503565675,233.442336263936,0.255387083834475,-0.775879903030088,-1113.93222217216,-52.9149289483872,303.106668175017,1918.07728038024,-113.472654290315,-1.49081140470412,-24.272357178804,7.59795250186917,-1353.40884933499
2.24,22.0695050016972,47.7605453670928,-9.95264883393697,-13.1782105930851,14.2429209202794,237.926946371446,0.346014538544527,-2.43124704934052,-1118.19266395899,-62.7749120148553,283.513490735259,1898.04650190993,-102.515250153157,-1.75599897871389,-26.2263048359478,7.83948981293762,-1370.46596658253
2.25,23.5981342020412,47.8301889915148,-9.73158133981052,-12.9040828211699,16.2573631628813,263.08565574655,0.485960256456973,-8.11881091916726,-1154.53942273069,-80.5683008798342,275.482107149454,1910.3065410105,-93.8504533413456,-2.46920163370914,-28.8348550274531,8.41788222689415,-1410.18107715639
2.26,25.2539585266892,48.4696573484479,-9.50234782996784,-12.9834866652114,18.3704119746912,291.83152444753,0.568949693485092,-14.9413921271003,-1197.68047182188,-101.152749210051,278.672744140596,1970.66110566035,-84.3054164719574,-3.211796516485,-30.5536027904676,5.30738745341804,-1467.00693269643
2.27,25.9295703054259,49.1595633612936,-9.84376111749062,-12.2988622860473,19.4617156272435,302.264137996898,0.646194561135129,-17.435162771671,-1218.41714568568,-110.040146634191,274.802022690826,2019.56594660528,-73.8569115578102,-3.40636989389912,-31.5397557103869,0.847472561399176,-1493.63767263669
2.28,25.4662528490756,49.9523096166861,-10.5069360546123,-10.6457441530257,19.3822499483263,300.721181287317,0.658488711148152,-18.3947018392625,-1214.5203343121,-113.472958237777,268.105730174208,2041.0017783909,-61.1671188136778,-3.31105331425293,-32.1204062488311,-3.27897947718654,-1489.02703270212
2.29,25.1688589062473,51.1086615430353,-10.8600238589765,-9.19287940193205,19.4028995017497,308.884600031731,0.556942790379287,-22.3370477250678,-1218.56342361745,-123.078423129021,269.723326438938,2077.7547255349,-48.6180828440491,-3.63439412125349,-32.8526578253821,-7.01119515789867,-1490.718471246
2.3,26.4620189558085,52.3930154367492,-10.8889262507888,-9.3633386364189,20.9510659373311,333.133242782929,0.549150647041203,-27.2502802970715,-1262.66856741242,-140.482470619115,277.721613464887,2155.846149682,-40.0429064260176,-4.28764873285148,-34.1686549899646,-10.0305789093952,-1546.41369633026
2.31,28.8492288645608,53.4004313061247,-11.0102386251466,-10.4029291308074,23.3840191092893,360.423029716638,0.753412958824412,-29.3384422478862,-1332.45122529274,-155.801117771684,284.63601114498,2270.5621593555,-32.8074118626869,-4.63166683841797,-35.6113096705327,-10.098021022084,-1666.1061913596
